10	83.03689064558631	58.90410958904112
20	80.98814229249011	58.90410958904112
50	82.14097496706194	58.90410958904112
30	78.91963109354414	58.90410958904112
60	88.64295125164693	58.90410958904112
40	78.35968379446639	58.90410958904112
70	93.08959156785244	58.90410958904112
80	95.57971014492755	58.90410958904112
110	98.55731225296445	58.90410958904112
100	97.8063241106719	58.90410958904112
120	98.82740447957843	58.90410958904112
130	99.01844532279321	58.90410958904112
140	99.18972332015815	58.90410958904112
160	99.53227931488804	63.531202435312025
170	99.58498023715418	68.59969558599695
150	99.28194993412389	59.55859969558602
90	96.96969696969695	58.90410958904112
180	99.60474308300398	70.8523592085236
200	99.66403162055339	76.14916286149165
190	99.60474308300398	72.99847792998477
230	99.80237154150198	84.36834094368338
220	99.80237154150198	82.572298325723
210	99.79578392621872	79.84779299847793
250	99.80237154150198	87.74733637747333
270	99.80237154150198	91.03500761035006
260	99.80237154150198	89.45205479452055
280	99.80237154150198	92.61796042617962
240	99.80237154150198	86.87975646879755
310	99.83530961791833	96.05783866057831
320	99.96706192358367	96.65144596651444
300	99.80237154150198	95.31202435312021
290	99.80237154150198	93.4703196347032
330	100	97.04718417047185
360	100	98.1735159817352
340	100	97.70167427701676
350	100	98.09741248097417
370	100	98.1735159817352
380	100	98.18873668188742
410	100	99.54337899543376
390	100	98.55403348554037
420	100	99.54337899543376
440	100	99.54337899543376
430	100	99.54337899543376
450	100	99.54337899543376
470	100	99.9847792998478
400	100	99.34550989345507
460	100	99.89345509893454
500	100	100
480	100	100
490	100	100
